UNITID,ENRTOT,FTE,ENRFT,ENRPT,PCTENRWH,PCTENRBK,PCTENRHS,PCTENRAP,PCTENRAS,PCTENRNH,PCTENRAN,PCTENR2M,PCTENRUN,PCTENRNR,PCTENRW,PCTFT1ST,EFUG,EFUG1ST,EFUGTRN,EFUGCNT,EFUGNDG,EFUGFT,EFUG1SFT,EFUGTRFT,EFUGCNFT,EFUGNDFT,EFUGPT,EFUG1SPT,EFUGTRPT,EFUGCNPT,EFUGNDPT,PCUENRWH,PCUENRBK,PCUENRHS,PCUENRAP,PCUENRAS,PCUENRNH,PCUENRAN,PCUENR2M,PCUENRUN,PCUENRNR,PCUENRW,EFGRAD,EFGRADFT,EFGRADPT,PCGENRWH,PCGENRBK,PCGENRHS,PCGENRAP,PCGENRAS,PCGENRNH,PCGENRAN,PCGENR2M,PCGENRUN,PCGENRNR,PCGENRW,DVEF01,DVEF02,DVEF03,DVEF05,DVEF06,DVEF07,DVEF09,DVEF10,DVEF11,DVEF13,DVEF14,DVEF15,DVEF16,RMINSTTN,RMOUSTTN,RMFRGNCN,RMUNKNWN,RMINSTTP,RMOUSTTP,RMFRGNCP,RMUNKNWP,PCTDEEXC,PCTDESOM,PCTDENON,PCUDEEXC,PCUDESOM,PCUDENON,PCGDEEXC,PCGDESOM,PCGDENON
104425,3670,2216,1481,2189,41,5,43,2,2,1,1,5,1,1,55,14,3670,706,218,2480,266,1481,519,77,872,13,2189,187,141,1608,253,41,5,43,2,2,1,1,5,1,1,55,0,0,0,,,,,,,,,,,,1580,1580,0,409,409,0,1171,1171,0,5,50,43,2,665,25,0,16,94,4,0,2,27,29,44,27,29,44,,,
104434,37,37,37,0,57,0,14,0,0,0,11,3,16,0,100,51,37,19,0,18,0,37,19,0,18,0,0,0,0,0,0,57,0,14,0,0,0,11,3,16,0,100,0,0,0,,,,,,,,,,,,11,11,0,11,11,0,0,0,0,0,70,30,0,18,1,0,0,95,5,0,0,0,0,100,0,0,100,,,
104443,48,39,33,15,40,38,10,0,0,0,4,6,2,0,92,27,48,22,0,26,0,33,13,0,20,0,15,9,0,6,0,40,38,10,0,0,0,4,6,2,0,92,0,0,0,,,,,,,,,,,,25,25,0,14,14,0,11,11,0,0,48,52,0,22,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
104504,99,71,52,47,46,8,33,2,2,0,3,4,3,0,77,23,99,37,0,62,0,52,23,0,29,0,47,14,0,33,0,46,8,33,2,2,0,3,4,3,0,77,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,37,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
104568,356,255,189,167,48,9,28,2,2,0,5,4,3,0,96,27,356,180,0,176,0,189,97,0,92,0,167,83,0,84,0,48,9,28,2,2,0,5,4,3,0,96,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,178,2,0,0,99,1,0,0,0,0,100,0,0,100,,,
104577,6040,3345,1983,4057,65,3,20,1,1,1,5,2,3,1,56,8,6040,1218,113,2960,1749,1983,496,87,1244,156,4057,722,26,1716,1593,65,3,20,1,1,1,5,2,3,1,56,0,0,0,,,,,,,,,,,,2124,2124,0,632,632,0,1492,1492,0,15,30,35,20,1129,80,9,0,93,7,1,0,4,12,84,4,12,84,,,
104586,2776,2692,2637,139,62,2,13,7,6,1,0,6,4,7,25,22,2726,609,99,2004,14,2592,609,98,1884,1,134,0,1,120,13,62,2,13,7,6,1,0,6,3,6,25,50,45,5,50,0,10,8,8,0,0,6,10,16,36,259,227,32,199,171,28,60,56,4,1,90,8,0,138,441,18,12,23,72,3,2,0,3,96,0,3,96,0,0,100
104665,19,19,19,0,63,0,26,11,11,0,0,0,0,0,53,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,19,19,0,63,0,26,11,11,0,0,0,0,0,53,,,,,,,,,,,,,,,,,,,,,,0,0,100,,,,0,0,100
104708,17942,9653,5464,12478,41,6,38,5,5,0,1,3,4,1,54,9,17942,2543,1386,9659,4354,5464,1533,423,3093,415,12478,1010,963,6566,3939,41,6,38,5,5,0,1,3,4,1,54,0,0,0,,,,,,,,,,,,5150,5150,0,884,884,0,4266,4266,0,13,58,29,1,2500,19,0,24,98,1,0,1,7,17,75,7,17,75,,,
104717,90253,45592,17336,72917,46,20,18,4,3,1,1,3,7,1,73,5,54139,4029,13289,35891,930,17335,2725,4069,10519,22,36804,1304,9220,25372,908,47,16,20,4,3,1,1,4,6,1,71,36114,1,36113,44,27,13,4,4,0,1,3,7,1,76,,,,,,,,,,,,,,1155,2856,16,2,29,71,0,0,78,12,10,67,20,13,94,0,6
105145,5081,2474,1156,3925,30,11,46,4,4,0,4,3,2,0,57,6,5081,518,863,2807,893,1156,295,226,600,35,3925,223,637,2207,858,30,11,46,4,4,0,4,3,2,0,57,0,0,0,,,,,,,,,,,,2553,2553,0,441,441,0,2112,2112,0,11,38,50,0,507,1,0,10,98,0,0,2,7,15,78,7,15,78,,,
105154,20387,10944,6171,14216,47,6,30,4,4,0,3,4,5,2,53,7,20387,2470,2306,10999,4612,6171,1471,713,3594,393,14216,999,1593,7405,4219,47,6,30,4,4,0,3,4,5,2,53,0,0,0,,,,,,,,,,,,6881,6881,0,1239,1239,0,5642,5642,0,12,54,34,1,2444,17,0,9,99,1,0,0,14,21,65,14,21,65,,,
105206,4071,1904,809,3262,65,1,25,3,2,0,2,3,1,1,66,3,4071,404,112,2262,1293,809,126,30,537,116,3262,278,82,1725,1177,65,1,25,3,2,0,2,3,1,1,66,0,0,0,,,,,,,,,,,,1777,1777,0,329,329,0,1448,1448,0,13,43,44,1,366,38,0,0,91,9,0,0,23,27,49,23,27,49,,,
105215,952,952,952,0,67,4,12,1,0,1,2,10,3,0,5,18,952,172,0,780,0,952,172,0,780,0,0,0,0,0,0,67,4,12,1,0,1,2,10,3,0,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,31,141,0,0,18,82,0,0,0,0,100,0,0,100,,,
105297,1519,1115,842,677,1,0,0,0,0,0,99,0,0,0,68,9,1519,194,132,1073,120,842,135,88,611,8,677,59,44,462,112,1,0,0,0,0,0,99,0,0,0,68,0,0,0,,,,,,,,,,,,762,762,0,358,358,0,404,404,0,3,46,50,1,161,33,0,0,83,17,0,0,0,70,30,0,70,30,,,
105330,31066,26679,23853,7213,56,3,23,2,2,0,3,5,2,5,62,19,27072,5869,2534,18244,425,21891,5047,1691,15147,6,5181,822,843,3097,419,55,3,24,2,2,0,2,6,2,5,61,3994,1962,2032,63,5,16,3,2,0,4,4,2,5,69,7900,4756,3144,3419,2178,1241,4481,2578,1903,1,81,18,0,3747,1929,191,2,64,33,3,0,20,23,57,17,24,59,46,11,44
105349,3182,1481,621,2561,41,1,14,1,1,0,36,2,5,0,60,1,3182,86,423,726,1947,621,32,113,202,274,2561,54,310,524,1673,41,1,14,1,1,0,36,2,5,0,60,0,0,0,,,,,,,,,,,,977,977,0,187,187,0,790,790,0,42,27,31,1,86,0,0,0,100,0,0,0,31,18,51,31,18,51,,,
105367,809,450,226,583,41,6,14,30,29,0,2,1,5,0,64,0,344,0,86,254,4,225,0,78,145,2,119,0,8,109,2,56,9,23,3,2,1,3,1,5,0,71,465,1,464,31,3,8,50,50,0,2,2,5,0,59,,,,,,,,,,,,,,,,,,,,,,50,50,0,87,13,0,22,78,0
105428,10959,5436,2645,8314,22,9,54,3,3,0,2,3,6,1,65,6,10959,1242,1398,5832,2487,2645,648,320,1541,136,8314,594,1078,4291,2351,22,9,54,3,3,0,2,3,6,1,65,0,0,0,,,,,,,,,,,,4277,4277,0,603,603,0,3674,3674,0,11,49,39,1,1237,2,0,3,100,0,0,0,14,21,64,14,21,64,,,
105482,69,50,37,32,58,6,13,4,4,0,4,10,4,0,72,13,69,17,0,52,0,37,9,0,28,0,32,8,0,24,0,58,6,13,4,4,0,4,10,4,0,72,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,16,1,0,0,94,6,0,0,0,0,100,0,0,100,,,
105525,19594,9884,4977,14617,37,5,46,3,3,0,2,3,3,1,56,7,19594,3725,1207,12314,2348,4977,1468,308,2822,379,14617,2257,899,9492,1969,37,5,46,3,3,0,2,3,3,1,56,0,0,0,,,,,,,,,,,,7194,7194,0,1089,1089,0,6105,6105,0,2,60,37,1,3495,208,1,21,94,6,0,1,15,16,68,15,16,68,,,
105534,1851,1851,1851,0,39,6,38,6,5,1,2,8,2,0,80,13,1851,242,345,1264,0,1851,242,345,1264,0,0,0,0,0,0,39,6,38,6,5,1,2,8,2,0,80,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,241,1,0,0,100,0,0,0,14,1,85,14,1,85,,,
105543,565,565,565,0,21,2,54,2,2,0,12,8,1,0,76,13,565,75,81,409,0,565,75,81,409,0,0,0,0,0,0,21,2,54,2,2,0,12,8,1,0,76,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,75,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
105589,827,631,507,320,63,3,7,1,1,0,2,9,14,1,70,10,456,46,81,267,62,324,45,59,196,24,132,1,22,71,38,53,2,8,1,0,0,3,10,22,1,64,371,183,188,74,4,6,1,1,0,2,8,4,1,77,477,144,333,223,63,160,254,81,173,11,58,32,0,15,29,0,2,33,63,0,4,65,0,35,38,0,63,98,0,2
105659,912,912,912,0,41,9,29,2,1,1,12,4,3,0,5,32,912,294,0,618,0,912,294,0,618,0,0,0,0,0,0,41,9,29,2,1,1,12,4,3,0,5,0,0,0,,,,,,,,,,,,649,649,0,649,649,0,0,0,0,0,29,71,0,287,7,0,0,98,2,0,0,1,0,99,1,0,99,,,
105668,18304,7534,2090,16214,53,6,23,4,4,0,2,4,7,1,62,1,18304,404,2136,3526,12238,2090,94,287,543,1166,16214,310,1849,2983,11072,53,6,23,4,4,0,2,4,7,1,62,0,0,0,,,,,,,,,,,,7174,7174,0,707,707,0,6467,6467,0,37,24,39,0,397,4,0,3,98,1,0,1,55,3,42,55,3,42,,,
105677,20,20,20,0,100,0,0,0,0,0,0,0,0,0,0,40,20,8,0,12,0,20,8,0,12,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,6,2,0,0,75,25,0,0,0,0,100,0,0,100,,,
105747,8744,4416,2229,6515,59,4,20,4,3,0,5,4,5,1,55,5,8744,710,1041,3909,3084,2229,462,320,1277,170,6515,248,721,2632,2914,59,4,20,4,3,0,5,4,5,1,55,0,0,0,,,,,,,,,,,,2830,2830,0,401,401,0,2429,2429,0,18,48,32,2,703,1,0,6,99,0,0,1,11,21,68,11,21,68,,,
105792,4075,2183,1227,2848,14,14,57,3,3,0,3,3,4,1,59,9,4075,591,515,1827,1142,1227,386,139,639,63,2848,205,376,1188,1079,14,14,57,3,3,0,3,3,4,1,59,0,0,0,,,,,,,,,,,,1100,1100,0,168,168,0,932,932,0,21,50,27,1,579,2,0,10,98,0,0,2,8,18,74,8,18,74,,,
105899,776,695,642,134,45,12,20,2,1,1,1,6,10,4,44,20,776,158,143,404,71,642,153,128,359,2,134,5,15,45,69,45,12,20,2,1,1,1,6,10,4,44,0,0,0,,,,,,,,,,,,99,99,0,50,50,0,49,49,0,2,84,14,0,95,55,0,8,60,35,0,5,5,0,95,5,0,95,,,
106041,1869,1869,1869,0,42,3,30,5,3,3,7,10,2,0,5,26,1869,492,122,1255,0,1869,492,122,1255,0,0,0,0,0,0,42,3,30,5,3,3,7,10,2,0,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,169,323,0,0,34,66,0,0,0,0,100,0,0,100,,,
106111,87,65,51,36,1,11,14,0,0,0,2,1,70,0,94,22,87,32,0,55,0,51,19,0,32,0,36,13,0,23,0,1,11,14,0,0,0,2,1,70,0,94,0,0,0,,,,,,,,,,,,44,44,0,19,19,0,25,25,0,0,49,51,0,32,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
106148,7314,3549,1646,5668,59,1,18,1,1,0,2,3,17,0,59,7,7314,1096,333,3169,2716,1646,508,142,948,48,5668,588,191,2221,2668,59,1,18,1,1,0,2,3,17,0,59,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,1037,58,1,0,95,5,0,0,21,20,59,21,20,59,,,
106245,10515,7241,5142,5373,55,23,4,2,2,0,0,9,1,5,62,7,7715,601,911,4816,1387,3996,557,516,2783,140,3719,44,395,2033,1247,54,25,4,2,2,0,0,11,0,3,62,2800,1146,1654,60,18,3,2,2,0,0,4,2,11,63,4825,2642,2183,1752,979,773,3073,1663,1410,14,51,34,1,513,35,53,0,85,6,9,0,22,28,50,20,33,47,27,14,59
106263,2758,2371,2145,613,73,8,5,6,6,0,1,3,2,3,68,0,606,0,294,307,5,502,0,263,239,0,104,0,31,68,5,71,11,7,2,2,0,0,3,5,1,82,2152,1643,509,74,8,4,7,7,0,1,3,1,4,64,,,,,,,,,,,,,,,,,,,,,,12,18,70,19,28,53,10,15,75
106306,525,486,460,65,6,90,2,0,0,0,1,0,0,1,26,34,525,190,77,258,0,460,176,72,212,0,65,14,5,46,0,6,90,2,0,0,0,1,0,0,1,26,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,65,125,0,0,34,66,0,0,0,0,100,0,0,100,,,
106315,125,124,124,1,10,86,2,2,2,0,0,0,0,0,97,3,125,4,0,121,0,124,4,0,120,0,1,0,0,1,0,10,86,2,2,2,0,0,0,0,0,97,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
106324,15,13,11,4,80,7,13,0,0,0,0,0,0,0,100,60,15,11,0,4,0,11,9,0,2,0,4,2,0,2,0,80,7,13,0,0,0,0,0,0,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,11,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
106342,655,651,649,6,66,9,7,4,4,0,2,0,10,3,43,33,655,215,40,400,0,649,215,40,394,0,6,0,0,6,0,66,9,7,4,4,0,2,0,10,3,43,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,116,96,3,0,54,45,1,0,0,0,100,0,0,100,,,
106351,128,127,127,1,5,90,2,0,0,0,0,1,2,0,34,2,128,2,0,126,0,127,2,0,125,0,1,0,0,1,0,5,90,2,0,0,0,0,1,2,0,34,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
106360,31,31,31,0,74,10,6,0,0,0,10,0,0,0,100,26,31,8,0,23,0,31,8,0,23,0,0,0,0,0,0,74,10,6,0,0,0,10,0,0,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,7,1,0,0,88,13,0,0,0,0,100,0,0,100,,,
106397,27778,24574,22602,5176,74,4,8,2,2,0,1,4,1,5,53,21,23386,5008,1351,16762,265,21005,4977,1127,14826,75,2381,31,224,1936,190,76,4,9,3,2,0,1,4,1,3,53,4392,1597,2795,66,6,5,2,2,0,1,2,1,16,50,4970,1807,3163,1686,856,830,3284,951,2333,1,91,8,0,2493,2470,45,0,50,49,1,0,8,19,72,4,22,74,33,5,62
106412,2579,2405,2291,288,4,90,2,0,0,0,0,2,0,2,58,23,2473,568,134,1765,6,2250,563,119,1568,0,223,5,15,197,6,4,91,2,0,0,0,0,2,0,1,59,106,41,65,18,62,5,1,1,0,0,1,0,13,45,339,265,74,190,165,25,149,100,49,5,84,11,0,329,232,7,0,58,41,1,0,2,53,45,2,55,43,4,18,78
106449,3446,2339,1779,1667,81,7,6,1,1,0,1,2,2,1,60,19,3446,740,170,1563,973,1779,661,109,986,23,1667,79,61,577,950,81,7,6,1,1,0,1,2,2,1,60,0,0,0,,,,,,,,,,,,742,742,0,326,326,0,416,416,0,21,56,22,1,732,8,0,0,99,1,0,0,11,28,60,11,28,60,,,
106458,13709,9825,7456,6253,75,13,3,1,1,0,0,2,1,5,62,16,9350,1565,801,6257,727,6789,1525,558,4675,31,2561,40,243,1582,696,76,12,3,1,1,0,0,2,1,5,60,4359,667,3692,74,13,3,1,1,0,0,1,3,5,67,5280,1690,3590,920,606,314,4360,1084,3276,8,74,18,0,1250,265,50,0,80,17,3,0,31,25,44,10,36,54,75,3,22
106467,12101,8778,6583,5518,76,6,8,2,1,0,1,4,0,3,56,15,11151,1722,387,5787,3255,6396,1633,275,4457,31,4755,89,112,1330,3224,76,6,8,2,2,0,1,4,0,3,54,950,187,763,77,10,4,1,1,0,1,3,0,5,71,2426,1675,751,893,798,95,1533,877,656,30,55,15,0,1610,81,31,0,93,5,2,0,24,23,54,21,23,56,56,18,26
106485,3111,2530,2150,961,62,28,4,0,0,0,0,4,0,1,57,20,2810,578,171,1663,398,2030,552,146,1330,2,780,26,25,333,396,60,29,4,0,0,0,0,4,0,1,56,301,120,181,75,20,1,1,1,0,0,4,0,0,65,,,,,,,,,,,,,,501,77,0,0,87,13,0,0,12,31,57,7,31,62,55,29,16
106494,36,36,36,0,75,14,6,6,6,0,0,0,0,0,94,22,36,8,0,28,0,36,8,0,28,0,0,0,0,0,0,75,14,6,6,6,0,0,0,0,0,94,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,8,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
106546,648,612,588,60,71,22,3,1,1,0,0,1,0,1,86,0,648,3,227,418,0,588,3,200,385,0,60,0,27,33,0,71,22,3,1,1,0,0,1,0,1,86,0,0,0,,,,,,,,,,,,257,257,0,226,226,0,31,31,0,0,60,40,0,3,0,0,0,100,0,0,0,1,1,98,1,1,98,,,
106625,1582,1130,902,680,92,3,1,0,0,0,1,1,2,0,65,20,1582,398,163,710,311,902,316,102,460,24,680,82,61,250,287,92,3,1,0,0,0,1,1,2,0,65,0,0,0,,,,,,,,,,,,550,550,0,319,319,0,231,231,0,12,53,35,1,390,8,0,0,98,2,0,0,10,37,53,10,37,53,,,
106704,11177,9624,8642,2535,68,15,5,2,2,0,0,4,0,5,62,21,9425,2033,669,6204,519,7863,2023,576,5233,31,1562,10,93,971,488,66,16,5,2,2,0,0,4,0,5,60,1752,779,973,80,9,3,1,1,0,0,3,1,3,74,1861,843,1018,699,459,240,1162,384,778,8,83,9,0,1780,203,49,1,88,10,2,0,9,21,70,3,21,76,42,18,40
106713,732,637,576,156,70,17,4,1,0,0,2,2,2,3,45,17,732,128,72,463,69,576,127,64,385,0,156,1,8,78,69,70,17,4,1,0,0,2,2,2,3,45,0,0,0,,,,,,,,,,,,191,191,0,128,128,0,63,63,0,9,65,26,0,86,37,3,2,67,29,2,2,5,43,52,5,43,52,,,
106795,1518,822,470,1048,57,10,28,0,0,0,1,4,0,0,63,11,1518,264,39,600,615,470,174,13,231,52,1048,90,26,369,563,57,10,28,0,0,0,1,4,0,0,63,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,264,0,0,0,100,0,0,0,12,38,50,12,38,50,,,
106810,198,183,174,24,88,9,2,1,1,0,0,0,1,0,51,27,198,53,22,103,20,174,53,22,99,0,24,0,0,4,20,88,9,2,1,1,0,0,0,1,0,51,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,33,20,0,0,62,38,0,0,0,25,75,0,25,75,,,
106829,168,164,162,6,36,61,2,0,0,0,0,1,0,0,46,31,168,57,0,111,0,162,52,0,110,0,6,5,0,1,0,36,61,2,0,0,0,0,1,0,0,46,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,52,0,0,5,91,0,0,9,0,0,100,0,0,100,,,
106883,1151,679,440,711,57,38,2,1,1,0,0,1,0,1,64,16,1151,256,36,391,468,440,179,20,221,20,711,77,16,170,448,57,38,2,1,1,0,0,1,0,1,64,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,252,4,0,0,98,2,0,0,6,19,74,6,19,74,,,
106892,121,121,121,0,18,78,4,0,0,0,0,0,0,0,93,14,121,17,0,104,0,121,17,0,104,0,0,0,0,0,0,18,78,4,0,0,0,0,0,0,0,93,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,17,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
106908,382,365,353,29,59,29,8,1,1,0,1,1,2,0,95,14,382,61,0,321,0,353,53,0,300,0,29,8,0,21,0,59,29,8,1,1,0,1,1,2,0,95,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,25,35,0,1,41,57,0,2,0,0,100,0,0,100,,,
106980,2017,1417,1114,903,76,12,8,1,1,0,2,0,1,0,60,12,2017,329,128,1412,148,1114,238,73,803,0,903,91,55,609,148,76,12,8,1,1,0,2,0,1,0,60,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,327,2,0,0,99,1,0,0,1,48,51,1,48,51,,,
106999,1319,895,681,638,84,3,6,1,1,0,0,5,0,0,68,18,1319,260,79,582,398,681,237,44,392,8,638,23,35,190,390,84,3,6,1,1,0,0,5,0,0,68,0,0,0,,,,,,,,,,,,317,317,0,177,177,0,140,140,0,22,54,24,0,259,1,0,0,100,0,0,0,8,31,61,8,31,61,,,
107044,5121,4666,4380,741,82,5,3,1,1,0,0,3,0,5,56,22,3974,857,139,2957,21,3742,856,127,2759,0,232,1,12,198,21,81,4,4,1,1,0,0,3,0,6,54,1147,638,509,83,8,2,3,3,0,1,1,1,2,64,,,,,,,,,,,,,,232,590,35,0,27,69,4,0,5,5,90,1,4,96,19,11,70
107071,3961,3264,2825,1136,68,20,5,1,1,0,0,4,2,1,59,25,3404,849,233,1914,408,2742,842,199,1685,16,662,7,34,229,392,67,19,5,1,1,0,0,4,2,1,57,557,83,474,69,22,3,0,0,0,1,2,1,1,72,762,345,417,268,214,54,494,131,363,13,77,10,0,700,142,7,0,82,17,1,0,11,36,53,3,39,58,58,16,25
107080,1208,1203,1199,9,70,8,6,5,5,0,1,5,6,1,52,26,1202,309,15,868,10,1194,309,15,868,2,8,0,0,0,8,70,8,6,5,5,0,1,5,6,1,52,6,5,1,67,17,0,0,0,0,0,0,17,0,67,,,,,,,,,,,,,,197,108,2,2,64,35,1,1,0,0,100,0,0,100,0,0,100
107099,28,28,28,0,79,0,21,0,0,0,0,0,0,0,89,7,28,2,0,26,0,28,2,0,26,0,0,0,0,0,0,79,0,21,0,0,0,0,0,0,0,89,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
107123,70,70,70,0,76,21,1,1,1,0,0,0,0,0,87,0,70,0,0,70,0,70,0,0,70,0,0,0,0,0,0,76,21,1,1,1,0,0,0,0,0,87,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,100,0,0,100,,,
107141,2516,1974,1630,886,74,4,7,2,2,0,2,4,2,4,59,17,1903,319,109,1147,328,1430,319,76,1033,2,473,0,33,114,326,74,3,7,2,2,0,2,5,3,5,56,613,200,413,74,8,9,2,1,0,2,4,1,1,69,,,,,,,,,,,,,,116,174,29,0,36,55,9,0,19,14,67,14,7,79,34,36,30
107220,211,211,211,0,64,7,19,4,3,0,5,1,0,0,95,88,211,186,0,25,0,211,186,0,25,0,0,0,0,0,0,64,7,19,4,3,0,5,1,0,0,95,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,156,30,0,0,84,16,0,0,0,0,100,0,0,100,,,
107293,53,53,53,0,64,8,13,2,2,0,9,4,0,0,100,25,53,13,0,40,0,53,13,0,40,0,0,0,0,0,0,64,8,13,2,2,0,9,4,0,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,11,2,0,0,85,15,0,0,0,0,100,0,0,100,,,
107318,1423,714,356,1067,35,56,4,1,1,0,1,3,0,1,63,8,1423,164,38,455,766,356,116,20,185,35,1067,48,18,270,731,35,56,4,1,1,0,1,3,0,1,63,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,152,12,0,0,93,7,0,0,6,16,77,6,16,77,,,
107327,1422,846,555,867,69,25,4,1,1,0,0,1,0,0,62,13,1422,220,22,639,541,555,187,12,345,11,867,33,10,294,530,69,25,4,1,1,0,0,1,0,0,62,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,180,40,0,0,82,18,0,0,28,24,48,28,24,48,,,
107442,38,38,38,0,0,100,0,0,0,0,0,0,0,0,34,5,38,2,0,36,0,38,2,0,36,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,34,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
107460,1812,1261,983,829,84,0,8,1,1,0,0,5,1,0,60,21,1812,419,135,839,419,983,375,75,511,22,829,44,60,328,397,84,0,8,1,1,0,0,5,1,0,60,0,0,0,,,,,,,,,,,,463,463,0,230,230,0,233,233,0,20,54,26,1,382,31,6,0,91,7,1,0,17,32,51,17,32,51,,,
107488,237,232,230,7,80,2,15,2,1,1,1,0,0,0,41,95,237,232,0,5,0,230,226,0,4,0,7,6,0,1,0,80,2,15,2,1,1,1,0,0,0,41,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,232,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
107512,1660,1580,1529,131,82,7,5,1,0,0,1,3,0,2,55,27,1660,443,131,972,114,1529,443,123,960,3,131,0,8,12,111,82,7,5,1,0,0,1,3,0,2,55,0,0,0,,,,,,,,,,,,30,30,0,16,16,0,14,14,0,6,93,2,0,270,168,5,0,61,38,1,0,1,5,93,1,5,93,,,
107521,1257,647,338,919,76,13,6,0,0,0,0,4,0,0,56,6,1257,92,80,394,691,338,75,28,218,17,919,17,52,176,674,76,13,6,0,0,0,0,4,0,0,56,0,0,0,,,,,,,,,,,,324,324,0,133,133,0,191,191,0,46,28,26,0,92,0,0,0,100,0,0,0,7,18,75,7,18,75,,,
107549,1123,750,562,561,96,2,1,1,0,0,1,0,0,0,72,14,1123,173,76,512,362,562,155,45,337,25,561,18,31,175,337,96,2,1,1,0,0,1,0,0,0,72,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,145,13,0,15,84,8,0,9,27,36,37,27,36,37,,,
107558,872,865,861,11,48,8,13,1,1,0,1,5,4,21,51,31,872,273,50,539,10,861,273,50,535,3,11,0,0,4,7,48,8,13,1,1,0,1,5,4,21,51,0,0,0,,,,,,,,,,,,19,19,0,16,16,0,3,3,0,3,94,2,0,137,82,53,1,50,30,19,0,0,0,100,0,0,100,,,
107585,1902,1324,1032,870,75,8,8,1,1,0,0,6,1,2,63,19,1902,469,170,1081,182,1032,357,72,577,26,870,112,98,504,156,75,8,8,1,1,0,0,6,1,2,63,0,0,0,,,,,,,,,,,,596,596,0,240,240,0,356,356,0,8,61,31,0,464,5,0,0,99,1,0,0,3,24,73,3,24,73,,,
107600,1000,973,955,45,0,94,2,0,0,0,0,2,0,2,66,29,1000,297,91,612,0,955,294,84,577,0,45,3,7,35,0,0,94,2,0,0,0,0,2,0,2,66,0,0,0,,,,,,,,,,,,110,110,0,88,88,0,22,22,0,7,82,11,0,127,159,11,0,43,54,4,0,2,83,15,2,83,15,,,
107619,1520,914,608,912,48,46,2,0,0,0,0,0,3,0,61,11,1520,192,27,491,810,608,174,19,335,80,912,18,8,156,730,48,46,2,0,0,0,0,0,3,0,61,0,0,0,,,,,,,,,,,,216,216,0,119,119,0,97,97,0,70,16,14,0,191,1,0,0,99,1,0,0,5,11,85,5,11,85,,,
107637,1119,687,468,651,36,57,5,1,1,0,0,1,0,0,69,13,1119,211,84,652,172,468,146,32,266,24,651,65,52,386,148,36,57,5,1,1,0,0,1,0,0,69,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,211,0,0,0,100,0,0,0,7,24,69,7,24,69,,,
